Customer,Inter-Arrival Time,Arrival Time,Wait Time,Service Time,Service Start Time,Service End Time,Time in System,Idle Time Before Service
386,3.36,1714.05,2.96,1.21,1717.01,1718.22,4.17,0.0
387,3.31,1717.36,0.86,4.28,1718.22,1722.5,5.14,0.0
388,4.57,1721.93,0.57,3.1,1722.5,1725.6,3.67,0.0
389,3.17,1725.11,0.49,2.21,1725.6,1727.81,2.7,0.0
390,6.56,1731.67,0.0,4.12,1731.67,1735.79,4.12,3.86
391,2.51,1734.18,1.61,5.08,1735.79,1740.87,6.69,0.0
392,3.74,1737.92,2.95,3.14,1740.87,1744.01,6.09,0.0
393,6.74,1744.67,-0.0,2.14,1744.67,1746.81,2.14,0.66
394,6.53,1751.2,0.0,2.6,1751.2,1753.8,2.6,4.39
395,5.0,1756.2,0.0,1.16,1756.2,1757.36,1.16,2.4
396,2.55,1758.75,-0.0,3.72,1758.75,1762.47,3.72,1.39
397,2.49,1761.24,1.23,4.37,1762.47,1766.84,5.6,0.0
398,6.77,1768.01,-0.0,4.64,1768.01,1772.65,4.64,1.17
399,7.76,1775.76,0.0,5.65,1775.76,1781.41,5.65,3.11
400,1.51,1777.27,4.14,1.15,1781.41,1782.56,5.29,0.0
401,5.01,1782.29,0.27,2.5,1782.56,1785.06,2.77,0.0
402,5.42,1787.7,0.0,4.89,1787.7,1792.59,4.89,2.64
403,3.92,1791.62,0.97,1.39,1792.59,1793.98,2.36,0.0
404,2.5,1794.12,0.0,2.97,1794.12,1797.09,2.97,0.14
405,4.53,1798.66,-0.0,5.13,1798.66,1803.79,5.13,1.57
406,1.62,1800.28,3.51,4.9,1803.79,1808.69,8.41,0.0
407,4.85,1805.13,3.56,3.75,1808.69,1812.44,7.31,0.0
408,6.65,1811.78,0.66,1.68,1812.44,1814.12,2.34,0.0
409,2.18,1813.96,0.16,1.88,1814.12,1816.0,2.04,0.0
410,4.12,1818.08,0.0,4.82,1818.08,1822.9,4.82,2.08
411,6.7,1824.78,0.0,3.11,1824.78,1827.89,3.11,1.88
412,6.94,1831.72,0.0,3.87,1831.72,1835.59,3.87,3.83
413,3.98,1835.71,-0.0,3.24,1835.71,1838.95,3.24,0.12
414,6.02,1841.73,-0.0,5.03,1841.73,1846.76,5.03,2.78
415,1.64,1843.37,3.39,2.01,1846.76,1848.77,5.4,0.0
416,7.55,1850.92,0.0,4.64,1850.92,1855.56,4.64,2.15
417,4.86,1855.78,-0.0,2.34,1855.78,1858.12,2.34,0.22
418,5.61,1861.39,-0.0,3.81,1861.39,1865.2,3.81,3.27
419,1.2,1862.58,2.62,3.26,1865.2,1868.46,5.88,0.0
420,4.38,1866.96,1.5,4.98,1868.46,1873.44,6.48,0.0
421,5.39,1872.35,1.09,2.9,1873.44,1876.34,3.99,0.0
422,7.44,1879.79,0.0,5.04,1879.79,1884.83,5.04,3.45
423,4.46,1884.25,0.58,1.17,1884.83,1886.0,1.75,0.0
424,3.22,1887.48,-0.0,1.25,1887.48,1888.73,1.25,1.48
425,1.01,1888.48,0.25,5.37,1888.73,1894.1,5.62,0.0
426,2.06,1890.54,3.56,1.62,1894.1,1895.72,5.18,0.0
427,3.22,1893.76,1.96,4.43,1895.72,1900.15,6.39,0.0
428,7.94,1901.7,0.0,3.81,1901.7,1905.51,3.81,1.55
429,2.78,1904.48,1.03,4.66,1905.51,1910.17,5.69,0.0
430,7.02,1911.5,0.0,3.87,1911.5,1915.37,3.87,1.33
431,1.78,1913.28,2.09,5.32,1915.37,1920.69,7.41,0.0
432,1.28,1914.56,6.13,3.04,1920.69,1923.73,9.17,0.0
433,6.2,1920.76,2.97,1.27,1923.73,1925.0,4.24,0.0
434,3.16,1923.91,1.09,5.29,1925.0,1930.29,6.38,0.0
435,1.15,1925.07,5.22,3.8,1930.29,1934.09,9.02,0.0
436,5.41,1930.48,3.61,4.81,1934.09,1938.9,8.42,0.0
437,4.58,1935.06,3.84,4.28,1938.9,1943.18,8.12,0.0
438,1.99,1937.05,6.13,4.96,1943.18,1948.14,11.09,0.0
439,3.21,1940.26,7.88,3.89,1948.14,1952.03,11.77,0.0
440,3.02,1943.28,8.75,2.97,1952.03,1955.0,11.72,0.0
441,6.78,1950.06,4.94,2.06,1955.0,1957.06,7.0,0.0
442,2.78,1952.84,4.22,3.82,1957.06,1960.88,8.04,0.0
443,6.05,1958.89,1.99,3.77,1960.88,1964.65,5.76,0.0
444,5.99,1964.88,-0.0,2.02,1964.88,1966.9,2.02,0.23
445,4.4,1969.28,-0.0,5.73,1969.28,1975.01,5.73,2.38
446,5.02,1974.3,0.71,4.75,1975.01,1979.76,5.46,0.0
447,4.78,1979.08,0.68,3.37,1979.76,1983.13,4.05,0.0
448,1.49,1980.57,2.56,3.72,1983.13,1986.85,6.28,0.0
449,5.04,1985.6,1.25,3.31,1986.85,1990.16,4.56,0.0
450,7.95,1993.55,0.0,1.76,1993.55,1995.31,1.76,3.39
451,5.88,1999.43,0.0,5.53,1999.43,2004.96,5.53,4.12
452,5.93,2005.37,-0.0,5.54,2005.37,2010.91,5.54,0.41
453,1.74,2007.1,3.81,3.84,2010.91,2014.75,7.65,0.0
454,4.08,2011.18,3.57,1.91,2014.75,2016.66,5.48,0.0
455,3.78,2014.96,1.7,3.38,2016.66,2020.04,5.08,0.0
456,4.12,2019.07,0.97,3.71,2020.04,2023.75,4.68,0.0
457,3.41,2022.49,1.26,5.95,2023.75,2029.7,7.21,0.0
458,5.59,2028.08,1.62,3.27,2029.7,2032.97,4.89,0.0
459,3.58,2031.66,1.31,3.09,2032.97,2036.06,4.4,0.0
460,5.08,2036.74,-0.0,3.02,2036.74,2039.76,3.02,0.68
461,3.25,2039.99,-0.0,1.74,2039.99,2041.73,1.74,0.23
462,1.86,2041.84,0.0,3.69,2041.84,2045.53,3.69,0.11
463,7.85,2049.69,-0.0,3.24,2049.69,2052.93,3.24,4.16
464,7.06,2056.75,-0.0,5.78,2056.75,2062.53,5.78,3.82
465,4.68,2061.43,1.1,4.79,2062.53,2067.32,5.89,0.0
466,2.64,2064.07,3.25,5.82,2067.32,2073.14,9.07,0.0
467,2.5,2066.57,6.57,2.6,2073.14,2075.74,9.17,0.0
468,1.79,2068.36,7.38,5.71,2075.74,2081.45,13.09,0.0
469,4.59,2072.94,8.51,5.3,2081.45,2086.75,13.81,0.0
470,1.12,2074.06,12.69,4.2,2086.75,2090.95,16.89,0.0
471,3.65,2077.71,13.24,1.63,2090.95,2092.58,14.87,0.0
472,6.01,2083.72,8.86,5.53,2092.58,2098.11,14.39,0.0
473,2.38,2086.1,12.01,4.34,2098.11,2102.45,16.35,0.0
474,1.27,2087.37,15.08,3.69,2102.45,2106.14,18.77,0.0
475,2.32,2089.69,16.45,4.2,2106.14,2110.34,20.65,0.0
476,7.95,2097.64,12.7,1.96,2110.34,2112.3,14.66,0.0
477,3.12,2100.76,11.54,1.71,2112.3,2114.01,13.25,0.0
478,5.95,2106.71,7.3,1.33,2114.01,2115.34,8.63,0.0
479,3.56,2110.28,5.06,2.88,2115.34,2118.22,7.94,0.0
480,4.73,2115.01,3.21,2.18,2118.22,2120.4,5.39,0.0
481,2.5,2117.51,2.89,3.6,2120.4,2124.0,6.49,0.0
482,3.26,2120.77,3.23,3.71,2124.0,2127.71,6.94,0.0
483,6.0,2126.77,0.94,3.94,2127.71,2131.65,4.88,0.0
484,5.42,2132.19,-0.0,3.93,2132.19,2136.12,3.93,0.54
485,5.94,2138.12,0.0,1.28,2138.12,2139.4,1.28,2.0
486,1.29,2139.41,0.0,2.23,2139.41,2141.64,2.23,0.01
487,6.73,2146.14,0.0,3.84,2146.14,2149.98,3.84,4.5
488,5.15,2151.3,-0.0,3.41,2151.3,2154.71,3.41,1.32
489,5.57,2156.86,0.0,3.68,2156.86,2160.54,3.68,2.15
490,5.47,2162.33,-0.0,2.83,2162.33,2165.16,2.83,1.79
491,2.24,2164.57,0.59,2.2,2165.16,2167.36,2.79,0.0
492,4.38,2168.95,-0.0,1.28,2168.95,2170.23,1.28,1.59
493,6.01,2174.96,-0.0,2.36,2174.96,2177.32,2.36,4.73
494,4.18,2179.13,0.0,5.25,2179.13,2184.38,5.25,1.81
495,7.6,2186.74,-0.0,4.36,2186.74,2191.1,4.36,2.36
496,6.86,2193.6,-0.0,4.22,2193.6,2197.82,4.22,2.5
497,2.99,2196.58,1.24,2.76,2197.82,2200.58,4.0,0.0
498,1.74,2198.32,2.26,1.63,2200.58,2202.21,3.89,0.0
499,6.0,2204.32,0.0,3.37,2204.32,2207.69,3.37,2.11
500,1.62,2205.94,1.75,3.72,2207.69,2211.41,5.47,0.0
